generation,deck_uid,win_rate
0,csqlrvtbtbajrjtqpfbccujkoumhch,4
0,qbfnlqlrpmhhgftcfgfpfvvifhilpl,1
0,eadlbranfkkajhmvccgergawfmdlwm,0
0,wkoqppmoalvjlogmhtdtveqanvgiwa,0
0,pgubjhflecwhtugghsqqjckoijrkln,3
0,koimrjokqojrqbarhuatanmoijvomd,2
0,gkpuftestehctjpmmveqsucekbbegd,0
0,bjhipeltcsrffkabelvjencvpioiph,2
0,ggdqqcgrgvftenhjnuaahpaqjttber,2
0,hrhwpuihiaccfljwfpjsugqorjcpes,2
0,salocrlnssmkdkrngpcbechplhfsts,1
0,uuufatnvojrbonmuvpjchqvvrvasen,0
0,djvabctdhdcchsunnujrqkplkoebvt,0
0,umqoomwackbrtkhicbtttgsbqvophh,0
0,jujglgtqfmcdundmvctmnhdgtkiuud,2
0,snwsqspegjaecdiqpppqvahmwownma,0
0,crkikdfkedqaduvsihjrpkchnpdasr,0
0,dprddkmekcwbtmdwqrcqeceawhlnrc,0
0,mbijwqgfhldthvnonecjhddefrtgej,0
0,jvqataktqwoedoqmhspqmsrcrmpips,1
0,pwlglswkucbcawjtccwvqfspgdamke,0
0,ufsutvponnckmpjaukccwgtwbksska,0
0,vklduwkgclbfthusmumhitfimswjiv,2
0,gpqvflqcucorlluuqmibqupnekbmrg,3
0,haunjfuijqktfdadfuftdsbmlsdncq,1
0,ktjchsdnuvtidaphgbciffbgniqfmj,1
0,pdjcnhsfrujogkahvvaecsewdcphfd,1
0,vnfhbroovfgldsdgownwsesjskckgg,1
0,qpquubbaehoemjmedhjfkjhwcdenqr,2
0,rsbuisfnsrgritotmpkcdidgnkluwv,0
0,iweetibfmmmhemkvgkqvcnajveumvv,1
0,pnmnsoknlmfbeuoodgkflblgcuoipj,1
0,mroklqiafacchpqpcfnlakcenbimkk,3
0,ssalesgqrgdvmwrdkmavqpdqfapnlq,1
0,hakwtvffqocbvubsqqqkthsdrqkiih,0
0,wprajklilsfdwigtniebhwrnfbjqvd,2
0,snoupkpabvbjghgpvscrlkdhubfntm,3
0,eursnuiwncopfvqkbsdcgptowlomde,1
0,cpawtoctnkkjsjqgtwvqflsuhhlbsc,0
0,asuiwjmcaqkwbprtqobiqfteifujwj,2
0,uregpjkredkgpcjaikrdguukqsimdk,3
0,qtiijcbanokegcqlnkqpcbehhhcenh,4
0,jkaierumrkggmsapkabsvmrnibkdqi,0
0,cfpwjkevjjhuspwauutjdfwifrpwnh,0
0,bdfhigggassawaigoeftptlqqwumdq,0
0,jaeasurluwwevmegwbrwmkidrfjdcl,0
0,brblgnupmqpstevkwpdbvqsbnvqpkm,2
0,iqnadbrehsjjdrhkmjumcdhkildjfl,2
0,gnbrvqucblsnsatewgbqobpbnifncr,1
0,gkldbcoqpntblmgdupiprwlhudwvqj,2
0,rodkqbwtspsibgbjwgptdgrccjboqj,1
0,oumheosmcbhjvvuojjeswuvqdjkrfd,2
0,lqbbmreneobtdvnlwibkppwutqsscd,2
0,wmsqfkfgrmqnbeubnhsqjtabfkcveh,2
0,kuvrmgvrvhawqtwtkwnajhsswmnavb,0
0,rpslmcthomhjupcnovvlbikiiiardn,1
0,wcscdkffrrpibqbtqcvmhjmhnrdwcp,0
0,vwoaumsiwfiuddtenrslhtlllcbbtl,0
0,cgkqgrqmwtwdtbnrtcbwdwipsdwbmf,0
0,ueplluqlsuvecdmvibhtlkagwoibfh,0
0,nkrouvimwebsufokjsrmgofaccgppn,0
0,fwmnghleewurhdhopfugpkoinstapr,0
0,gawfugjaierbtvgdmlbamiudlhqbjk,3
0,btdpfplraimvnrivsnneihchcrecbi,0
0,dempjlhlrvdboeoinaijqbltrjpwuj,2
0,gkvmvsbucolkjhjkvmvwjvmnagfgkj,1
0,edmihhgklardlhtgifdsbqeutikfkl,0
0,jvasovcakptpukvnulsrdivinorflu,2
0,kpbpdvfurnblmlfcblmmnkaksvfvae,2
0,wiflrnoaqmculsvqmlpdufgigiusci,1
0,ddushrwgbvodddrfkrsondemibrigo,0
0,fidlmgnjfgbdivgmllwgervtmjtcho,1
0,futvgdljqcnrgwnsqbrluwnarrpndg,0
0,lobbfgnejnlbaolufptregokeoqtkf,2
0,tfhhfcfpsrloimaglcbjawfhvoipcg,3
0,qkvhdcutrwqhwwjjbrtsrqdbmgjcwu,1
0,acfpnevttqhnwvlubjowucdhocfiuq,2
0,ghucqodgeogdpkwcmtuieqrapigkot,2
0,vlqopwgvlicfddscdurcmbhfbrvmes,0
0,qgdnectpsmuqiclowgdbphfdihhddm,2
0,urkvwliurkmetupoqqsqngkbjvofve,0
0,upkbdsemrlrautkcockumektjuhoca,2
0,ehsmcsqwawuwtdhmsqqpbhulcoqrks,1
0,ithcptvstwfhikstvvkbcovghkoefn,1
0,vjrkoidowgfvgikqirnhrjhigljqmo,2
0,ojcfcgvkkgbilejrnqvrgwvfqgsoho,3
0,keiomkudvvfgqglfpfohjirkpdmfgt,0
0,niovbrjwalteajmvvnavfcqpefgnfl,3
0,igmnbtrndpqukfkasjfnaanfsoohpb,3
0,sjkpdrfnihokebbrrhpfpvvvbcutru,0
0,tvmjctdfihgfuorlqgtuqngcoojkob,2
0,sgeldepbcotohdrbmeqkanqeffatau,0
0,huhufrsrfbicrlamcvuotcsuwetfel,0
0,lbwktksdpiqnsicthfiemiivwmvvwh,1
0,icjngqnvkqwnpnebdplrucbritrdhd,2
0,ojdssctvkmjdjksdfndhprfuhmesls,1
0,hwacmsbbkcmmkttmhctdihjnaevmab,2
0,aqodfjcespclmfsnccwjngbqgbolka,2
0,enrlsddedwmsrughqtsecqsmeiivdk,0
0,urvcfmujcsdrlrfqwrvcvqcejvogjg,3
0,ownhaicnacmpjwjvrrncqdkaqhgjks,1
0,tpodumjbthngmgiudtnthkhtpkojut,4
0,mfwotcihiqhqrdjatvcihapnmbekpv,0
0,fommbgrrdrfumguunbpurnovilfvsu,0
0,jkdbrjirmukqeqaqptpjnuvtudqfnq,0
0,mgmwrfdheqdogmtiscrfbowohufhwj,1
0,ckmocioigjlfjbtmbqgptqjfqnhgbs,5
0,mldpkiarghibfanowveqqgjudhsnld,1
0,htidlufkvcatvugnwduheopihtsrqi,2
0,kihlruatkuvmrnkfwldlnqetmcrbbr,3
0,qnwjlnabiggeteqbruvninlnhheotv,2
0,mqulpguvdrrplgcnhlequvgtjjilmb,6
0,rksfptejuhwmnbimemetllomtamoam,1
0,eanbjqvpissgolwssjwojcaikookik,1
0,qfbunkcinhcbhigcsatlucjlikigjg,2
0,auckejtubujorcsobfwdcruqtgwpuq,1
0,edlrbrbfkjtqsistkvnluugicuqsbt,0
0,kdnfvajlbhshuuohnkvlfbcebtepip,0
0,alhuuuufmsanwdjebkfihvlogawerl,1
0,rwjnpghtvlkiehbjtomqjekdntpnel,0
0,jfkktvaaktdnflircibembltfdvpmv,1
0,jeorscujrckpuslcibokbfeetlfjhc,3
0,vfuojhjqtsvnnqlffkqwlnbqccmibr,0
0,aavdubqgjaoeswlmessvrdjvupmlmv,0
0,leoluwkksgcischhlhsolsmqobkcgj,4
0,mdukhsatpbhbslpfmrwtukmsrkwghr,0
0,qcipdasfewfrdcbuotfrpsbwuicvwn,1
0,sdsqrphkwonfhqvbwcrklgnlnqckmb,2
0,wkiddmfrgklkgwejuqedvemiujwiuq,1
0,wspqkvkehudttduwuwbwfjhqgkbqsl,3
0,rvukainnusrvvhdpcvtjeppumrvqle,0
0,podmfwasnucmiscudcjrnihbdtaceh,3
0,hdfobblqgbhlvfrashovbkvnppoddk,2
0,dpertommjnoggfftwdoljupirchjaf,1
0,ggopecmlesorulvihlrdmhdrpumrcq,0
0,bndlsbbviefkhedihdjuverabdmqjk,0
0,qohnnqgcerlhiuuqweuduvtujupnpe,3
0,thflfgtscovdkpsjqovwpwjcbafcbe,1
0,ihamnacnrplefcsieqmjcingcqeilw,2
0,cojfqnuagkrondsauhpmmpbofqwafk,1
0,wmeermmrriwnabagpkdfrkcpimvigw,0
0,qtiunervrunorhlskefwaegfpnitgo,1
0,cpggpfmwcdmcmbdbcjngnejmmsrtgr,3
0,lihunfjophpkeehsllkwuurcuhidrj,0
0,getdplftuiefmkphbhpmqjnvhfsbbl,0
0,tmsjcdevhkfulkfchmpovacdfwwsda,0
0,wdgvdedehcgdtidemqkmkrjcaronnf,2
0,aifcejsprcohuesiidftjdglfwholv,1
0,ahacuskdtooqjkmebjatpbebtuhtei,3
0,gmdosruqinkwtjlqniqekpdwqjrfkr,1
0,reuqhmuelsbccbpipokqlnrfhhdenk,5
0,efglpmdwfvnspllsaerqkvbifwsutg,0
0,dhgplrnwvotrqgojhvvvuavnpgcqho,2
0,enocpmudutreilgqchfchheqfhemuq,3
0,wpionucosbranoubqnqnicvirkpbbo,3
0,kumjbfchpwnlbugsaucsgofpnjkapp,1
0,hvidarqwwaolsowdkcfgirttubpkng,0
0,rgplidscdwhvhaohowffkfjsftemls,1
0,aobqtpoinahwfiaostccloplcuajkk,1
0,riotqgfumedikrgoquonidrbtwsgdn,2
0,kwwslgcmciitktathhhgbfcqdwwopr,0
0,mepwafsmapclmtcfqppldtglteqjub,2
0,qrtlhpgfnpdfehgotauluvmoaecltv,0
0,llljmqfiuqescwlwlcwwlvhpnbjvsh,1
0,lcbinkffkwcghlvmwwchgjjpljcerd,3
0,vmcjuboheruwrcetdknvcuokbphfts,1
0,rhoqdjjhnkugoecsemfllvntatugjq,3
0,gumhjkmuqtgjfphjtortlqkjkhbqni,2
0,ddpikkvalboooirwcuavocdulglcqh,2
0,licjgsowvompmgjtrvmqjdohkljdof,4
0,cpabpccgqtdcogohslbletkdqfwrah,2
0,jghvqampgacngaoepatearfjsujlos,2
0,nbddblpdhihjjljgmpkwdhvqedfueh,3
0,hglahptgcinrgvnrwpennehrpdewvg,1
0,quegdhitrmanbmmgrgpgoowvppowam,4
0,bloeijshugfebrbiauadnnmukfhdte,4
0,cjbtojpvrokcemekvducbcvljrjvhf,2
0,imqgasmcdpftugliimwhhjlerefjlg,3
0,oalqrmpqlnnesqmocupjtabcuwdumb,2
0,asgtufduiadjwdkkiibmrrsupooekb,0
0,jqdrkkcnmpikwkumsmsdfkbkobqrjr,2
0,ialcsetiupvcevltagsltrscswcall,0
0,wmtvtbusdfpibrigovcwccclcmjoph,1
0,ponupvbokckdwwlhpfieecavwbkqpj,1
0,cabeojrbiwrfckacetqoqjwwciqhur,2
0,mshbcqnwdrmgvobassgqswlcpqmwct,0
0,kubltkkwqhobwmqejffatsgmnmslrq,1
0,qdakulkcnwpwbkpdmdwoinrdodhkjl,1
0,osjucgjmhrsfhsoogetlscbbgarcdb,1
0,deqbpfehcigeigmsomgeuuikmvlsak,0
0,ldkdogdahdenmkblsnlfsnirsrglek,0
0,ooqoogedespsebsdlwqwvekqapiqsu,1
0,piqimlvoopfftpdsuvdljvulbwrarp,0
0,hihuaowdrcocqufjwiigfsvpjwdatf,3
0,tsalbdqwenfsaejkdimnjgukjgwpgn,1
0,ketiqtvcrchcrbonmpffjlgdqkqudb,2
0,nbvsbvmwkvuqhaaeqmmebithopohcw,1
0,qclnpnlcmuiblqlmscwkwtqgidwjmp,2
0,acmssnhimqrksibcvrksabgdcsjwdn,0
0,sddpqsdvnedwltkcehbjskmmelewhj,0
0,wetnpjtofbbrikkjcuqvsikrvnoldu,2
0,djpoqltqroqtikwlvcmfnajndfirea,0
0,wokcuqcdkjhebwdkfrkpdvplhrjkgb,5
0,ejgokpdnphsoehqfiwbvswmgraevbk,2
0,omhfvmdsagvgieugotbgncftbwalnl,0
0,ahkgsoqnskvicputcewuwtsovrnvjh,1
0,fqeesumektqggktltipeckbqdujqvw,0
0,uupekahcdiuvlerutwjorcnorugudh,0
0,lqjlvndrqupowhkmnqcgfaksmjgsji,1
0,jesucgmcrwnmqkiqbropibhtrwwudm,0
0,qpkbjoibsvqfwfoqocelvhbmwavgtw,0
0,cqktvnwdnbflisuwhpmsndwvbuholn,1
0,vckghqgrshukfgghpmtwaubjpgrwac,1
0,wubusskadmbcqcmwkeenpujlgcelno,1
0,wsaqmloldkvilucsnpjngjpjahamml,3
0,fraqbgqgspejffbbfuoqbqjkvcarkv,3
0,nwwrghkuljogaguuucoatjmuvbnloj,3
0,mehweknfrvfgqojgntweqmuhfdeuaq,0
0,sosrlkurthflcqjfccglitgervojfc,2
0,agjcpmmonvrcjnfnuoffmsoiednlsi,1
0,giebcmchslpqqhlcelocdokslomwnd,3
0,aqgdmovwjgwntpkiepwciiewbhhsks,0
0,qpvtkbthudthtggeulmqvggqhivmrr,1
0,ajrsqibrseeufcqdusvsreueeswetv,0
0,ahlopoqpujgfjpcnugjhqfpmktnehg,3
0,cvqkckhubevfqitplaedpvuhiqirtb,1
0,ofqcfwhnbdltvsfljtvsgupuqwbmrn,0
0,clgipgaijeoeldmldjardtjhgsuesd,4
0,jqvswdewpmmaehohtbwmbheihaqjte,0
0,fhgapwpdfglivosetwrsbondprsukr,0
0,eimbetgwwravfoilodvihadmaceufq,0
0,vugpifrloluvtbpivcpovrjgavares,2
0,rpfsuleapukcdktmaalnhcadoroikl,0
0,hsabnumulgrqhjcrmqmlkwoeimcfjq,3
0,avumgfnabdabguqmcbnblnvuisnelh,3
0,qpmodpahtvhnbfhnitewqtomupuwuo,0
0,poitjwurajjmabfgqqomstjlifftdf,0
0,nbvmophivpqusmvunbtjtpuoqvuwoq,1
0,srgppgtqamhsoeftenqvmfducilkop,2
0,shljpftafocjugscpurhlnduhsstfb,4
0,ojbpeqebgkdfjgqlikitdvagvbgqmu,1
0,fscafrfamltdnlmbpaolqqjgacwdeb,2
0,jkimuqeikmfvhhaufedwfikobqhfmk,0
0,iucewkkmaotorihbqdqwcsrequdvfb,1
0,ucmvthpwsgpckvoqgontccalevbblt,1
0,qwlaplivbwtphfqgmitvbhpswavsse,0
0,dvvlwbpcwkmrckauvswhwuebnlpavk,0
0,emuohvihahafmaqnlamsadifmmtbmk,1
0,kvwponqfhvucfekofmqmowcgdppwrl,2
0,thmnmsidtnkdeejwckghhueaacskib,1
0,saqmvquhewerrcloillqcnamhkhwrh,0
0,qpfhjwkprppslctpqudrptcmfatffq,2
0,jsqarfknnruduifovrjeaktinqillt,0
0,prkmjvavvfpffagkkmlvfgetsqgrru,2
0,elpgklpjepvoobunbttadikomaitro,2
0,loucejhemerbuapgahvbvkweoowubr,0
0,chulivhuvkhngorduuqsdqnpqpqaqb,1
0,tfljjdqsvmtvwcppjcmkhvewaohbfn,2
0,fwmlcwktehhafspjlhbqpvcftgbist,1
0,snqfelufmvrdkekevwjehiodoviaft,2
0,whmucqsptjmqsnepqgmugfhqnvmvfp,1
0,qshdcebgkdfvurallfldcdufwqtmaa,0
0,kwjjtalmchmecafrcpwmdrauvktgvw,1
0,pjvrpcktalridacqrlgbmrdilfdoep,1
0,liimwvpmicigajvapahmmwrbnavtkk,2
0,ekfbevemcujctttuhehwahoahqhtph,0
0,pvceavtptckuibhndcsvforbdckhme,2
0,rkoweskrbcwqkhrvcgmegaobivdadt,0
0,cwhgngtjomdjrimfhemamfuhkobpvr,1
0,kgkhfotdljcfjdpvcnsqkasvwcsutv,1
0,bhnmuwcahjwgufrnoawewbhavvthhs,1
